CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U67120GA1989PLC000949,ZUARI CREFIN LIMITED,DORMANT,Public,Company Limited by Shares,"10,000,000.00","2,328,000.00",07-03-89,Goa,RoC-Goa,Finance,A/3 ALICE APARTMENTSMIRAMAR PANAJI GOA Goa INDIA 403001,Indian Non-Government Company
U24117GA1980PTC000943,ZUARI CARBIDES PRIVATE LIMITED.,DORMANT,Private,Company Limited by Shares,"1,500,000.00","660,200.00",19-03-80,Goa,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)","PLOT NO-118,BETODA INDUSTRIAL ESTATE, BETODA,PONDA, GOA. Goa INDIA 403409",Indian Non-Government Company
U25209GA1989PTC000941,KONKAN PIPES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"4,000,000.00","1,682,600.00",19-01-89,Goa,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",PLOT NO 190 TO 191KUNDAIM INDUSTRIAL ESTATE PONDA GOA Goa INDIA 403401,Indian Non-Government Company
U17297GA1989PLC000939,GOA SYNTEX LIMITED.,DORMANT,Public,Company Limited by Shares,"36,000,000.00","118,000.00",12-01-89,Goa,RoC-Goa,Manufacturing (Textiles),"XELDEM, QUEPEM, XELDEM GOA. Goa INDIA 403705",Indian Non-Government Company
U17303GA1988PLC000914,THAPAR DU PONT FIBRES LIMITED,DORMANT,Public,Company Limited by Shares,"5,000,000.00","500,499,300.00",14-10-88,Goa,RoC-Goa,Manufacturing (Textiles),PANAJI GOA Goa INDIA 403001,Indian Non-Government Company
U74210GA1988PTC000912,KAI-TECH CONSTRUCTIONS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00",200,11-10-88,Goa,RoC-Goa,Business Services,GROUND FLOOR KAITHRA MANSIONH NO 2961 AGALI FARTORDA MARGAO GOA Goa INDIA 403601,Indian Non-Government Company
U17301GA1988PTC000908,RADHIKA LINING PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"3,000,000.00","2,500,000.00",30-09-88,Goa,RoC-Goa,Manufacturing (Textiles),PLOT NO 116KUNDAIM INDL ESTATE PONDA GOA Goa INDIA 403401,Indian Non-Government Company
U31200GA1988PTC000857,ATISH HOTELS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","2,450,000.00",30-08-88,Goa,RoC-Goa,Manufacturing (Machinery & Equipments),"HOTEL ATISH, FARMAGUDI,PONDA-GOA. Goa INDIA",Indian Non-Government Company
U55101GA1988PLC000855,WOODS BEACH HOTELS LIMITED,DORMANT,Public,Company Limited by Shares,"2,000,000.00","200,000.00",25-08-88,Goa,RoC-Goa,Trading,"WALBRO CONSTRUCTIONS PREMISES,OPP CINE ALANKAR MAPUSA GOA Goa INDIA 403507",Indian Non-Government Company
U05001GA1988PTC000852,R.V.S.FISHERIES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","1,500.00",22-08-88,Goa,RoC-Goa,Agriculture and Allied Activities,HOUSE NO 28BRITONA BARDEZ GOA Goa INDIA 403521,Indian Non-Government Company
U25111GA1988PTC000849,SURYA COLD RETREADS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","500,000.00",16-08-88,Goa,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",BALLIPATTEM CUNCOLIM GOA Goa INDIA 403703,Indian Non-Government Company
L25191GA1988PLC000848,HYDROFLEX EQUIPMENTS LIMITED,DORMANT,Public,Company Limited by Shares,"60,000,000.00","35,018,000.00",16-08-88,Goa,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",D-4/7 KAKODA INDUSTRIALESTATE KAKODA CURCHOREM GOA Goa INDIA 403706,Indian Non-Government Company
U28122GA1999PTC000831,OMEGA HEAVY ENGINEERING PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","3,594,000.00",12-09-99,Goa,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",5 B KARAMALI BUILDINGALTINHO PANAJI GOA Goa INDIA 403001,Indian Non-Government Company
U24241GA1988PTC000830,SUPER SOAPS (GOA) PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"200,000.00","200,000.00",09-06-88,Goa,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",D-3 13 AND 14 BICHOLIM INDUSTRIAL ESTATE BICHOLIM Goa INDIA 403529,Indian Non-Government Company
U17297GA1988PTC000819,MAHESH POLYYARN PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","1,400,000.00",24-05-88,Goa,RoC-Goa,Manufacturing (Textiles),GOVERNMENT BUNGLOWNEAR CIRCUIT HOUSE PANAJI GOA Goa INDIA 403001,Indian Non-Government Company
U17235GA1988PTC000803,AMINETS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","250,400.00",16-02-88,Goa,RoC-Goa,Manufacturing (Textiles),KNN BUILDING 244MARIANA GRACIAS MARGAO GOA Goa INDIA 403601,Indian Non-Government Company
U17111GA1987PTC000792,MANDOVI THREADS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","500,000.00",15-12-87,Goa,RoC-Goa,Manufacturing (Textiles),"4TH FLOOR, SHABANA CHAMBERS , MARKET PANAJI GOA Goa INDIA 403001",Others
U17111GA1987PTC000791,PATEL TEXTILE INDUSTRIES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","500,000.00",15-12-87,Goa,RoC-Goa,Manufacturing (Textiles),"SHABANA CHAMBERRS, 4TH FLOORNEAR CINE EL-DORADO, PANAJI GOA Goa INDIA 403001",Indian Non-Government Company
U27106GA1987PTC000782,TNSS STEELS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"3,000,000.00","3,000,000.00",03-11-87,Goa,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",T-3 SHABANA CHAMBERSMUNCIPAL MARKET PANAJI GOA Goa INDIA 403001,Indian Non-Government Company
U51109GA1987PTC000778,STALLION SALES AND TIPS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,500,000.00","702,000.00",20-10-87,Goa,RoC-Goa,Trading,2 BHANAV APARTMENTSSHIRGAONKAR ROAD PANJIM GOA Goa INDIA 403001,Indian Non-Government Company
U36991GA1987PTC000777,LEGACY TIPS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,500,000.00","635,000.00",20-10-87,Goa,RoC-Goa,Manufacturing (Others),OCEANIC APARTMENTS GROUNDFLOOR MIRAMAR PANJIM GOA Goa INDIA 403001,Indian Non-Government Company
U17101GA1987PTC000772,BHANDARY INDUSTRIAL METALS PVT LTD,DORMANT,Private,Company Limited by Shares,"2,500,000.00","2,400,000.00",21-08-87,Goa,RoC-Goa,NA,"G/1,OCEANIC APARTMENT,MIRAMAR, PANAJI, GOA. Goa INDIA 403001",Indian Non-Government Company
