CIN,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,ROC,DESCRIPTION,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U52320PY2009PTC002311,PONDICHERRY EXPORT AND MARKETING PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,26-05-09,Pondicherry,RoC-Pondicherry,Trading,"NO.60, GOUBERT AVENUE, PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U74999PY2009PTC002317,FREE MARK MEDIA PUBLICATIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,06-03-09,Pondicherry,RoC-Pondicherry,Business Services,146 EASWARAN KOIL STREET PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U36100PY2009PTC002314,METRO STEEL ROCINGS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,29-05-09,Pondicherry,RoC-Pondicherry,Manufacturing (Others),"NO.1,VANNIAYAR STREET, II CROSS VEERAMPATTINAM PONDICHERRY Pondicherry INDIA 605007",Indian Non-Government Company
U29210PY2009PTC002321,GREEN INDUS AGRO-TECH PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,500000,17-06-09,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"No.5, Sadish Illam,Mariamman Koil Street Kottupalayam Pondicherry Pondicherry INDIA 605008",Indian Non-Government Company
U45200PY2009PTC002315,SHRI JANANI HOMES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,32500000,31100000,29-05-09,Pondicherry,RoC-Pondicherry,Construction,NO 9 II ND CROSS SRI MOOKAMBIGAI NAGAR REDDIYAR PALYAM PONDICHERRY Pondicherry INDIA 605010,Indian Non-Government Company
U15410PY2009PTC002318,RERA CONSUMER CARE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,200000,200000,06-09-09,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),"49, 4th CROSS STREET RAINBOW NAGAR PONDICHERRY Pondicherry INDIA 605011",Indian Non-Government Company
U74999PY2009PTC002330,MAYILE TOUR (PUDUCHERRY) PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,300000,07-10-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.25, RIVER BANK (ATRANKARAI) STREE NONANKUPPAM PONDICHERRY Pondicherry INDIA 605007",Indian Non-Government Company
U74140PY2009PTC002320,PRASHANTH PROPERTIES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000000,45722000,17-06-09,Pondicherry,RoC-Pondicherry,Business Services,"86, CANTEEN STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002324,ACUTE INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,10000000,6500000,07-08-09,Pondicherry,RoC-Pondicherry,Construction,"No. 47 B, Sedarpet Main Road Rajiv Gandhi Nagar, Sedarpet Puducherry Pondicherry INDIA 605111",Indian Non-Government Company
U45200PY2009PTC002326,ADVANCE INFRADEVELOPERS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,07-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002327,AGNI INFRADEVELOPERS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,07-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002325,ARCHANA INFRADEVELOPERS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,07-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002329,ASHRAM INFRADEVELOPERS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,07-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002332,COMEX INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,14-07-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002333,FLYING INFRADEVELOPERS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,14-07-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002334,SHIKHA INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,20-07-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002328,SURYODAYA BUDGET HOUSING PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,07-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002331,UNISTAR INFRADEVELOPERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,14-07-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U72900PY2009PTC002322,KLICKSKILL PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,07-06-09,Pondicherry,RoC-Pondicherry,Business Services,"NO. 22, 8TH CROSS, RAJAJI NAGAR LAWSPET PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U74140PY2009PTC002339,VIRGO VENTURES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,20000000,20000000,08-11-09,Pondicherry,RoC-Pondicherry,Business Services,"No.574, M.G.Road Puducherry PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U25201PY2009PTC002341,APEX TENT INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,500000,13-08-09,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","No.93/2, ERIKKARI STREET, KIRUMAMBHAKKAM PUDUCHERRY Pondicherry INDIA 607402",Indian Non-Government Company
U72900PY2009PTC002358,KNS TECHNOLOGIES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-01-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.140, FIRST FLOOR, CHERAN STREET SIVAKAMIAMMAL NAGAR ARIYANKUPPAM Pondicherry INDIA 605007",Indian Non-Government Company
U45200PY2009PTC002349,DHANUSH DEVELOPERS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,31-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U74910PY2009PTC002337,HALAL INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,500000,08-05-09,Pondicherry,RoC-Pondicherry,Business Services,"No.185, IInd Cross Street, Barathiyar Nagar Periyakalapet Puducherry Pondicherry INDIA 605014",Indian Non-Government Company
U45200PY2009PTC002347,BALAN INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,31-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U14290PY2009PTC002351,JEET PROJECTS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,31-08-09,Pondicherry,RoC-Pondicherry,Mining & Quarrying,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002352,ROSHAN INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,31-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002348,DHANRAJ PROJECTS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,31-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002350,JAIRAJ INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,31-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002353,STYLOG INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,31-08-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002354,UDAYAGIRI INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-01-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002355,SHEETAL HOMES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-01-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45200PY2009PTC002357,PIYUSH CONSTRUCTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-01-09,Pondicherry,RoC-Pondicherry,Construction,"414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U74140PY2009PTC002336,E-INFLEXION PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,29-07-09,Pondicherry,RoC-Pondicherry,Business Services,"PLOT NO.112, DOOR NO.25, 4TH CROSS STREET, JAWAHAR NAGAR, REDDIARPALAYAM, PONDICHERRY Pondicherry INDIA 605010",Indian Non-Government Company
U31909PY2009PTC002338,GENERAL CONNECTORS (INDIA) PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,08-11-09,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"NO.306, CUDDALORE ROAD, MUDALIARPET PONDICHERRY Pondicherry INDIA 605004",Indian Non-Government Company
U63040PY2009PTC002346,HARINI CONSULTANCY & AIR TRAVELS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,200000,100000,25-08-09,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","NO.16/2, MAIN ROAD, OPP. POLITECNIC VARICHIKUDI KARAIKAL Pondicherry INDIA 609609",Indian Non-Government Company
U24239PY2009PTC002340,ETHIDRUGS RESEARCH LAB PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,08-11-09,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","RS 2/1, PLOT NO 81/82/83/84, DOOR NO : 174, SECOND CROSS, KURUMBAPET, PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U74900PY2009PTC002343,NFX E-SHOP PUDUCHERRY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,18-08-09,Pondicherry,RoC-Pondicherry,Business Services,3 NOBILI ADIGAL STREET COLAS NAGAR PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U72900PY2009PTC002344,APS HITECH INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,100000,21-08-09,Pondicherry,RoC-Pondicherry,Business Services,"24, KANNAYAR STREET, KUYAVARPALAYAM PONDICHERRY Pondicherry INDIA 605013",Indian Non-Government Company
U24100PY2009PTC002362,VASANTH CHEMICALS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,22500000,1000000,09-07-09,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO 16/12 SANYASIKUPPAM ROAD, T V KOIL VILLAGE, KANDAMANGALAM POST, MANADIPET PONDICHERRY Pondicherry INDIA 605102",Indian Non-Government Company
U74140PY2009PTC002369,CORIANDER BUILDINGS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,3500000,100000,19-10-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.1, ANGALAMMAN KOIL STREET VAMBAKEERAPALAYAM PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U30000PY2009PTC002342,ATOM GOPHER SOLUTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,17-08-09,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"NO.56, LAWSPET MAIN ROAD, BHARATHI NAGAR, LAWSPET PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U74900PY2009PTC002345,JEYAN SERVICE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,21-08-09,Pondicherry,RoC-Pondicherry,Business Services,L BLOCK NO 9 JAWAHAR NAGAR PUDUCHERRY Pondicherry INDIA 605005,Indian Non-Government Company
U72900PY2009PTC002365,H & S TECHNOLOGIES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,29-09-09,Pondicherry,RoC-Pondicherry,Business Services,"No.34 A, Mettu Street, Koodapakkam Pondicherry Pondicherry INDIA 605502",Indian Non-Government Company
U74900PY2009PTC002356,EXEMPLARR WORLDWIDE SHIPPING SOLUTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,45000000,26100000,09-01-09,Pondicherry,RoC-Pondicherry,Business Services,KEEZHA VANJORE VILLAGE T R PATTINAM KARAIKAL Pondicherry INDIA 609606,Indian Non-Government Company
U74900PY2009PTC002359,DYNAMIC LINK LOGISTICS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-03-09,Pondicherry,RoC-Pondicherry,Business Services,"NO 62, SALAI STREET, MOOLAKULAM PUDUCHERRY Pondicherry INDIA 605010",Indian Non-Government Company
U36100PY2009PTC002361,MULTI MOVING SYSTEMS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-07-09,Pondicherry,RoC-Pondicherry,Manufacturing (Others),66 Petit Canal Street PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U74140PY2009PTC002360,SERENITY CONSULTING PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-04-09,Pondicherry,RoC-Pondicherry,Business Services,66 PETIT CANAL STREET PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U74900PY2009PTC002374,SEVENTH SENSE BROADCASTING NETWORK PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,22-10-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.7, 1ST FLOOR, THIRD CROSS, ELANGO NAGAR PUDUCHERRY Pondicherry INDIA 605011",Indian Non-Government Company
U24232PY2009PTC002373,DAEIOU PHARMACEUTICALS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,7500000,2750000,21-10-09,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","R S No.151/1A, 158/3, PANDI TO VILUPURAM MAIN ROAD VILLIANUR PUDUCHERRY Pondicherry INDIA 605110",Indian Non-Government Company
U74140PY2009PTC002363,SGS DSC SOLUTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-09-09,Pondicherry,RoC-Pondicherry,Business Services,"No.33,Ground Floor,First Cross Near SBI - ADB,Brindavan Pondicherry Pondicherry INDIA 605013",Indian Non-Government Company
U74900PY2009PTC002366,ADVANCED MARKETING AND PROJECT MANAGEMENT PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,10-07-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.13, RUE SURCOUF STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U74900PY2009PTC002370,HAMMOCKVILLE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,3000000,2097000,21-10-09,Pondicherry,RoC-Pondicherry,Business Services,ISAIAMBALAM. ALANKUPPAM AUROVILLE PONDICHERRY Pondicherry INDIA 605111,Indian Non-Government Company
U72900PY2009PTC002367,MEDDSERVE INDIA HEALTHCARE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,500000,10-09-09,Pondicherry,RoC-Pondicherry,Business Services,"39,Bharathidosan Street Muthialpet Pondicherry Pondicherry INDIA 605003",Indian Non-Government Company
U74900PY2009PTC002364,BON PAS SHOES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,25-09-09,Pondicherry,RoC-Pondicherry,Business Services,"N.NO.1, (O.NO.5/8), ANGALAMMAN KOIL STREET, VAMBAKEERAPALAYAM, PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U51909PY2009PTC002475,SAAGAA ENTERPRISE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,100000,29-10-09,Pondicherry,RoC-Pondicherry,Trading,NO.9 ANNA NAGAR 4TH CROSS PUDUCHERRY Pondicherry INDIA 605005,Indian Non-Government Company
U72900PY2009PTC002387,VALYOUCORP NETWORKS ( I ) PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,100000,23-11-09,Pondicherry,RoC-Pondicherry,Business Services,"Krishna Kripa, Behind Sree Krishna Temple, Poozhithala, Mahe, Mahe Pondicherry INDIA 673310",Indian Non-Government Company
U51220PY2009PTC002386,FRENCH WELLNESS MARKETING PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,18-11-09,Pondicherry,RoC-Pondicherry,Trading,4 Thiagou Mudaliar Street PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U36900PY2009PTC002377,AKSHAYA NATURALS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,29-10-09,Pondicherry,RoC-Pondicherry,Manufacturing (Others),"RUMAS NEVAS, No. 7, VIII CROSS, TAGORE NAGAR PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U74999PY2009PTC002380,NEW ARTS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,11-12-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.34, RANGAVILAS THOTTAM MUTHIALPET PONDICHERRY Pondicherry INDIA 605003",Indian Non-Government Company
U74900PY2009PTC002372,JAYAPRIYA LIFE INVESTMENT GROWTH PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,600000,21-10-09,Pondicherry,RoC-Pondicherry,Business Services,"DOOR NO.103 & 105, EASWARAN KOIL STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U74140PY2009PTC002381,DESIGN COLLABORATIVE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2000000,1867500,11-12-09,Pondicherry,RoC-Pondicherry,Business Services,"No.179, ESWARAN KOIL STREET, S.V COMPLEX, 3rd FLOOR PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U85100PY2009PTC002368,MEGACELL THERAPEUTICS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,10000000,100000,14-10-09,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","No.12, THIRD CROSS STREET BRINDAVANAM PONDICHERRY Pondicherry INDIA 605013",Indian Non-Government Company
U65900PY2009PTC002389,GOLDEN CIRCLE VENTURES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,3000000,2470000,26-11-09,Pondicherry,RoC-Pondicherry,Finance,9 Chinnathu Nadar Street kuruchikuppam Pondicherry Pondicherry INDIA 605012,Indian Non-Government Company
U74900PY2009PTC002371,REDSUN ADVERTISING & MARKETING SERVICES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,21-10-09,Pondicherry,RoC-Pondicherry,Business Services,"NEW NO.16(OLD NO.9), GUNDUSALAI, NATESAN NAGAR PUDUCHERRY Pondicherry INDIA 605005",Indian Non-Government Company
U85300PY2009NPL002392,WINGS OF HOPE CHILDREN'S CHARITY,ACTIVE,PRIV,CLSH,100000,100000,12-10-09,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","RS NO:15/13,15/15, VAZHUDHAVUR ROAD, KURUMBAPET PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U74900PY2009PTC002378,M M M FOREX TRAVELS AND CONSULTANCY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,11-03-09,Pondicherry,RoC-Pondicherry,Business Services,"NO 110 VILLIANOOR MAIN ROAD, OPP TO RELIANCE FRESH MOOLAKULAM Pondicherry INDIA 605010",Indian Non-Government Company
U74900PY2009PTC002375,YALI MARINE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,22-10-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.7, GROUND FLOOR, THIRD CROSS, ELANGO NAGAR PUDUCHERRY Pondicherry INDIA 605011",Indian Non-Government Company
U01403PY2009PTC002376,DYNADIS BIOTECH INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,3100000,2809000,29-10-09,Pondicherry,RoC-Pondicherry,Agriculture and Allied Activities,"23, VALLALAR SALAI, RAJA RAJESWARI NAGAR PONDICHERRY Pondicherry INDIA 605011",Indian Non-Government Company
U74900PY2010PTC002408,GOLDEN CASHEW PRODUCTS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,25000000,23839240,22-01-10,Pondicherry,RoC-Pondicherry,Business Services,"69, Mailam Road Sedarapet PONDICHERRY Pondicherry INDIA 605111",Indian Non-Government Company
U30008PY2009PTC002382,DEMOS TECHNOLOGIES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,16-11-09,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"M1 UNIQUE GREEN VILLA APARTMENT, 8TH CROSS TAGORE NAGAR, LAWSPET PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U80301PY2009PTC002383,HEART SCHOOL OF AVIATION PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,16-11-09,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO 104 ,FIRST FLOOR KAMATCHIAMMAN KOIL STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U93000PY2009PTC002379,THOTTAMKUTTI CHILD CARE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,11-06-09,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","20B PILLAIYAR KOVIL STREET, VAITHIKUPPAM PONDICHERRY Pondicherry INDIA 605012",Indian Non-Government Company
U74900PY2009PTC002384,B-MAA WEALTH CREATORS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,3400000,2900000,18-11-09,Pondicherry,RoC-Pondicherry,Business Services,"NO 14, GROUND FLOOR, THIRD CROSS, WEST BRINDAVANAM PONDICHERRY Pondicherry INDIA 605013",Indian Non-Government Company
U22100PY2009PTC002385,PAALAM PUBLICATIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,18-11-09,Pondicherry,RoC-Pondicherry,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","NO.77, S.V.PATEL SALAI PUDUCHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U80301PY2009PTC002388,IN PO EDUCATIONAL INSTITUTE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1100000,1100000,23-11-09,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NEAR IYYANAR KOIL MAATHUR ROAD, PILLAICHAVADY PUDUCHERRY Pondicherry INDIA 605014",Indian Non-Government Company
U30000PY2009PTC002391,CENTURY SECURITECH PRIVATE LIMITED,ACTIVE,PRIV,CLSH,200000,100000,12-10-09,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"NO.27, Shubam, VII CROSS EXTENSION RAINBOW NAGAR, PONDICHERRY Pondicherry INDIA 605011",Indian Non-Government Company
U74900PY2009PTC002394,VELAVA BUSINESS SOLUTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,12-11-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.25, THOLGAPIYAR STREET ASHOK NAGAR, LAWSPET PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U72900PY2009PTC002401,IP SOFT SOLUTION PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,30-12-09,Pondicherry,RoC-Pondicherry,Business Services,"47- A , 2nd Cross St Thirumal Nagar Pondicherry Pondicherry INDIA 605013",Indian Non-Government Company
U92190PY2009PTC002399,SHOCK VOLUME PRODUCTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,29-12-09,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","PLOT 8C, FLAT B, RAJ GARDENS, THIRD MAIN ROAD CHELLAMPAPU NAGAR, REDYARPALAYAM PONDICHERRY Pondicherry INDIA 605010",Indian Non-Government Company
U24239PY2009PTC002403,SHREE VARMA BIO NATURALS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,100000,31-12-09,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.12, GOUBERT AVENUE BEACH ROAD PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U74900PY2009PTC002396,U S BIOMEDICAL SYSTEMS INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,100000,22-12-09,Pondicherry,RoC-Pondicherry,Business Services,Property No. 452A Bharathy Street Puducherry Pondicherry INDIA 605001,Indian Non-Government Company
U74900PY2010PTC002409,SHAMBHALA VOYAGE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,22-01-10,Pondicherry,RoC-Pondicherry,Business Services,"NO.14, 2nd LINE, JAYARAM CHATTIYAR THOTTAM, VANDRAPET Pondicherry INDIA 605001",Indian Non-Government Company
U74900PY2009PTC002400,RUBA AIR AND SEA FORWARDING SERVICES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,30-12-09,Pondicherry,RoC-Pondicherry,Business Services,"NO 4, METTU STREET, NERUPPU KUZHI STREET, LAWSPET PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U18101PY2009PTC002393,ARULMIGU IRUNDAI MUTHALAMMAN TRANSPORT PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1500000,1500000,12-11-09,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"NO.20, MUTHIAH MUDALIYAR STREET MUTHIALPET PUDUCHERRY Pondicherry INDIA 605003",Indian Non-Government Company
U72900PY2009PTC002390,PROJECT COCOON MULTIMEDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,12-09-09,Pondicherry,RoC-Pondicherry,Business Services,"NO.14, OLD NO.6/D, NIDARAJAPAYER STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U51909PY2009PTC002395,SHAH MAJU TRADING PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,17-12-09,Pondicherry,RoC-Pondicherry,Trading,"NO 29-A LENIN ST ,KOSAPALAYAM PONDICHERRY Pondicherry INDIA 605013",Indian Non-Government Company
U21000PY2010PTC002406,SRI SAIRAM PAPER MILLS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,18-01-10,Pondicherry,RoC-Pondicherry,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","NO.F-25, SRINIVAS TOWER,VILLIANUR ROAD,OULGARET PONDICEHRRY Pondicherry INDIA 605010",Indian Non-Government Company
