CIN,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,ROC,DESCRIPTION,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U45202PY1995PTC001121,EARNEST WAREHOUSINGS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,20-07-95,Pondicherry,RoC-Pondicherry,Construction,"141,VILLIANUR ROAD,REDDIYAR PALAYAM, PONDICHERRY-605010 PONDICHERRY-605010 Pondicherry INDIA 605010",Indian Non-Government Company
U65992PY1995PTC001122,GEM SREE (PONDICHERRY)CHITS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,300000,120000,26-07-95,Pondicherry,RoC-Pondicherry,Finance,168-LAPORTE STREETPONDICHERRY- PONDICHERRY- Pondicherry INDIA 605001,Indian Non-Government Company
U99999PY1995PTC001123,SRI SAKTHI ENTERPRISES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,0,31-07-95,Pondicherry,RoC-Pondicherry,NA,"45, THIRUMAL NAGAR,PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001124,FRANCO-INDIAN ENTERPRISES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,0,31-07-95,Pondicherry,RoC-Pondicherry,NA,"27, LALBAHADUR SASTRI STREET,PONDICHERRY-605001. Pondicherry INDIA",Indian Non-Government Company
U51909PY1995PLC001125,DAWN ISPAT INDIA LIMITED,STRIKE OFF,PUBC,CLSH,1000000,0,08-02-95,Pondicherry,RoC-Pondicherry,Trading,"5, SECOND CROSS STREET,SHANTHI NAGAR, PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U24246PY1995PTC001126,R.K.ECOCARE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2500000,2500000,08-07-95,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","R.S NO. 131/5, 131/8, DOOR NO. 1 & 2, MADUKARAI ROAD, ABHISHEGAPAKKAM, PONDICHERRY Pondicherry INDIA 605007",Indian Non-Government Company
U99999PY1995PTC001127,KBR ENGINEERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,0,08-08-95,Pondicherry,RoC-Pondicherry,NA,"37,IST CROSS STREET,NATESAN NAGAR,PONDICHERRY-5 Pondicherry INDIA",Indian Non-Government Company
U19201PY1995PTC001128,GURU FOOTWEAR COMPONENT PRIVATE LIMITED,ACTIVE,PRIV,CLSH,750000,750000,08-08-95,Pondicherry,RoC-Pondicherry,Manufacturing (Leather & products thereof),"C-107 PIPDIC INDUSTRIALESTATE, 17 CROSS 4TH MAINROAD METTUPALAYAM PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U28939PY1995PTC001129,ITAL BEAUTY TOOLS (INDIA) PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,520000,16-08-95,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.C/24, INDUSTRIAL ESTATE,THATTANCHAVADY, PONDICHERRY-605009. PONDICHERRY-605009. Pondicherry INDIA 605009",Indian Non-Government Company
U19129PY1995PTC001130,VOX CRAFTS INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,500000,16-08-95,Pondicherry,RoC-Pondicherry,Manufacturing (Leather & products thereof),"41,2ND CROSS,MANGALAKSHMINAGAR, PONDICHERRY-13. Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001131,MADRAS PERFECT GEARS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,NA,17-08-95,Pondicherry,RoC-Pondicherry,NA,"2,SATHYANAGAR EXTENTION,II CROSS PONDICHERRY-605008 Pondicherry INDIA",Indian Non-Government Company
U24299PY1995PTC001132,STERLING METAL FINISHERS INDIA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,405000,22-08-95,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","D8, PIPDIC INDUSTRIAL ESTATE,METTUPALAYAM, PONDICHERRY-605009. PONDICHERRY-605009. Pondicherry INDIA 605009",Indian Non-Government Company
U28112PY1995PLC001133,KAMALAM FABRICS LIMITED,STRIKE OFF,PUBC,CLSH,2500000,0,23-08-95,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","77, CHETTY STREET,PONDICHERRY-1. Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001134,NIKKIE SECURITIES (INDIA) PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,NA,24-08-95,Pondicherry,RoC-Pondicherry,NA,STERLINGG PLAZA NO.74CANTEEN STREET (FIRST FLOOR) PONDICHERRY 605 001 Pondicherry INDIA,Indian Non-Government Company
U93093PY1995PLC001135,HIMALAYAN INDUSTRIAL INVESTMENT AND LEASING LIMITED,STRIKE OFF,PUBC,CLSH,100000,0,31-08-95,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","48,ODIYANSALAI STREET,NEW SARAM,PONDICHERRY 605013 Pondicherry INDIA",Indian Non-Government Company
U65929PY1995PLC001136,RIVIERA FINANCE (INDIA) LIMITED,ACTIVE,PUBC,CLSH,180000000,174731780,14-09-95,Pondicherry,RoC-Pondicherry,Finance,"113,SALAI STREET,OULGARET (POST) PONDICHERRY-605010 PONDICHERRY-605010 Pondicherry INDIA 605010",Indian Non-Government Company
U99999PY1995PTC001137,COMFORT MODERN BUILDERS (PONDICHERRY) PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,NA,14-09-95,Pondicherry,RoC-Pondicherry,NA,"NO.129, YANAM VENGADACHALAMPILLAI STREET, PONDICHERRY-605001. Pondicherry INDIA",Indian Non-Government Company
U17122PY1995PLC001138,VOJUS SILK LIMITED,STRIKE OFF,PUBC,CLSH,1000000,0,14-09-95,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"669,LIG,BLOCK,ASHOK NAGAR,LAWSPET PONDICHERRY-605008 Pondicherry INDIA",Indian Non-Government Company
U70104PY1995PLC001139,UNITED HOUSING AND INVESTMENTS INDIA LIMITED,STRIKE OFF,PUBC,CLSH,500000,0,15-09-95,Pondicherry,RoC-Pondicherry,Real Estate and Renting,"3 4,KALAIGAR NAGAR,MANAVELI,ARIYANKUPPAM(POST), PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001140,EASTCOAST FINANCE AND SECURITIES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,NA,22-09-95,Pondicherry,RoC-Pondicherry,NA,"NO.132, IV CROSS,VENKATA NAGAR, PONDICHERRY-11. Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001141,SHARADHAH ORGANIC COMPOUNDS INDIA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,0,27-09-95,Pondicherry,RoC-Pondicherry,NA,"238, PAKKAMUDAYANPET,MAIN ROAD, ANANTHAPURAM, PONDICHERRY-8. Pondicherry INDIA",Indian Non-Government Company
U74999PY1995PTC001142,BRILLIANT BOTTLERS INDIA PRIVATE LIMITED,DORMANT,PRIV,CLSH,5000000,1000000,28-09-95,Pondicherry,RoC-Pondicherry,Business Services,FLAT NO.D.1 VIKAS GARDENS92 PAPAMMAL KOIL STREET VAITHIKUPPAM PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
U11103PY1995PLC001143,GLOBAL SOURCES AND RESOURCES (INDIA) LIMITED,STRIKE OFF,PUBC,CLSH,10000000,0,29-09-95,Pondicherry,RoC-Pondicherry,Mining & Quarrying,"62, VALUDAVUR ROAD,PETTAYANCHATHRAM, PONDICHERRY-9. Pondicherry INDIA",Indian Non-Government Company
U93000PY1995PLC001144,C AND C SOLUTIONS (INDIA) LIMITED,STRIKE OFF,PUBC,CLSH,1000000,0,29-09-95,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","62,VALUDAVUR ROAD,PETTAIYANCHATRAM, PONDICHERRY-9 Pondicherry INDIA",Indian Non-Government Company
U74900PY1995PLC001145,WESTWOOD FINANCE AND LEASING LIMITED,STRIKE OFF,PUBC,CLSH,10000000,0,10-04-95,Pondicherry,RoC-Pondicherry,Business Services,"31,MAIN ROAD,NATESAN NAGAR,PONDICHERRY-605006 Pondicherry INDIA",Indian Non-Government Company
U93000PY1995PLC001146,THE NATIONAL DWELLINGS OF INDIA LIMITED,DORMANT,PUBC,CLSH,10000000,2546500,10-06-95,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","12, THENNANJ SALAI ROAD,INDIRA GANDHI NAGAR, PONDICHERRY - 605 001 Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001147,ADHAVAN ENTERPRISES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,0,10-09-95,Pondicherry,RoC-Pondicherry,NA,"NO.2, II CROSS STREET,RAJAJI NAGAR, PONDICHERRY-8. Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001148,AURO TEXTILES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,NA,10-10-95,Pondicherry,RoC-Pondicherry,NA,"NO.42, FIRST CROSS,MOHAN NAGAR, PONDICHERRY-5. Pondicherry INDIA",Indian Non-Government Company
U18101PY1995PTC001149,HARI FASHION WEARS PRIVATE LIMITED,DORMANT,PRIV,CLSH,1500000,1407000,13-10-95,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"NO.67,SINGERI MADAM STREETSIVAGANGA NAGAR ANNA NAGAR EXTENSION,PONDICHERRY-605 005. PONDICHERRY Pondicherry INDIA 605005",Indian Non-Government Company
U02001PY1995PTC001150,SUN TREE MAGNUM INDIA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,100000,19-10-95,Pondicherry,RoC-Pondicherry,Agriculture and Allied Activities,"III FLOOR, NO.81, CANTEENSTREET, PONDICHERRY STREET, PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U99999PY1995PTC001151,MADRAS TRAILERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,20-10-95,Pondicherry,RoC-Pondicherry,NA,"81, 82, 83, SIDDHAN GUDUSAI,II CROSS, PONDICHERRY-605013. Pondicherry INDIA",Indian Non-Government Company
U27203PY1995PTC001152,DECCAN EXTRUSIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,40000000,39437000,20-10-95,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","R.S.NO.101/4, VAZHUTHAVUR ROAD, THUTHIAPET, KADAPPERIKUPPAM- POST PONDICHERRY. Pondicherry INDIA 605502",Indian Non-Government Company
U99999PY1995PTC001153,JAI GANAPAT IMPORT AND EXPORT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,10000000,NA,11-03-95,Pondicherry,RoC-Pondicherry,NA,"93, EASWARAN KOIL STREET,PONDICHERRY-605001. Pondicherry INDIA",Indian Non-Government Company
U74900PY1995PTC001154,V AND V FORMS PRIVATE LIMITED,DORMANT,PRIV,CLSH,1000000,2000,11-08-95,Pondicherry,RoC-Pondicherry,Business Services,"80,MUTHUMARIAMMAN KOIL ST,PONDICHERRY-605001 Pondicherry INDIA",Indian Non-Government Company
U25200PY1995PTC001155,SANJJAI POLYMERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1500000,0,11-08-95,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.30, KASTHURBA NAGAR,PONDICHERRY-605009. Pondicherry INDIA",Indian Non-Government Company
U31909PY1989PTC001156,3M ELECTRO AND COMMUNICATION INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,5000000,5000000,27-07-89,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"No.95, (Plot Nos.95-97), Sanniyasikuppam, Udhaya- Nagar, Thirubhuvanai Main Road,Thirubhuvanai Post, Pondicherry Pondicherry INDIA 605107",Indian Non-Government Company
U99999PY1995PTC001157,SIDDHI VINAYAK CHITS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,NA,11-10-95,Pondicherry,RoC-Pondicherry,NA,"246,RANGAPILLAI STPONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U74900PY1995PLC001158,GANGA DHARANI INVESTMENTS INDIA LIMITED,STRIKE OFF,PUBC,CLSH,500000,0,13-11-95,Pondicherry,RoC-Pondicherry,Business Services,"75,II FLOORSENGUNTHAR STREET, ORELENPET,PONDICHERRY-5 Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001159,SUGAL AND DAMANI(PONDICHERRY)INVESTMENT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,NA,14-11-95,Pondicherry,RoC-Pondicherry,NA,"454,VALUDAVUR ROADMUTHIRAPALAYAM(P.O.) PONDICHERRY-605009 Pondicherry INDIA",Indian Non-Government Company
U31909PY1995PTC001161,UNITED INDUSTRIAL ENTERPRISES (INDIA) PRIVATE LIMITED,ACTIVE,PRIV,CLSH,10000000,7218000,20-11-95,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"R.S. NO.54/2 & 54/4, PONDY CUDDALORE MAIN ROAD, KIRUMMAMPAKKAM, PONDICHERRY Pondicherry INDIA 607402",Indian Non-Government Company
U30207PY1995PTC001162,SHASTHA KEYTECH PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,500000,21-11-95,Pondicherry,RoC-Pondicherry,NA,"NO.119,V.V.P.NAGAR,THATTANCHAVADY PONDICHERRY PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U55101PY1995PTC001163,JAYARAM HOTELS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,10000000,10000000,22-11-95,Pondicherry,RoC-Pondicherry,Trading,"185, VYSIAL STREET,PONDICHERRY-605001. PONDICHERRY-605001. Pondicherry INDIA 605001",Indian Non-Government Company
U99999PY1995PTC001164,JAISHREE POWER PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,NA,22-11-95,Pondicherry,RoC-Pondicherry,NA,"23/10, THUTHIPETVILLAGE,KADAPERIKUPPAM POST, VAZHUDAVUR [VIA] PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001165,K.J.OVERSEAS TRADE PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,NA,22-11-95,Pondicherry,RoC-Pondicherry,NA,"8, MADUKARAI ROAD,ABISHEKAPAKKAM & POST, PONDICHERRY-7. Pondicherry INDIA",Indian Non-Government Company
U21023PY1995PTC001166,JAISHREE PALLETS AND PACKAGING PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,100000,22-11-95,Pondicherry,RoC-Pondicherry,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","23/10,23/11,THUTHIPET VILLAGE,KADAPERIKUPPAM POST VAZUDAVUR(VIA),PONDICHERRY 605502 Pondicherry INDIA 605502",Indian Non-Government Company
U99999PY1995PTC001167,ENTECH MADRAS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,23-11-95,Pondicherry,RoC-Pondicherry,NA,"5,III EXTN,KUMARAN NAGAR,LAWSPET,PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U93000PY1995PTC001168,RAJALAKSHMI HOUSING PRIVATE LIMITED,DORMANT,PRIV,CLSH,1000000,300000,12-01-95,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services",PONDICHERRY- Pondicherry INDIA,Indian Non-Government Company
U99999PY1995PTC001169,AARBO FLEX CABLES PRIVATE LTD.,STRIKE OFF,PRIV,CLSH,100000,0,12-01-95,Pondicherry,RoC-Pondicherry,NA,"186, CHETTY STREET,PONDICHERRY - 605 001 Pondicherry INDIA",Indian Non-Government Company
U99999PY1995PTC001170,G.R.CREDITS AND INVESTMENT COMPANY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,NA,12-06-95,Pondicherry,RoC-Pondicherry,NA,"37,KAMATCHIAMMAN KOIL ST,PONDICHERRY-605001 Pondicherry INDIA",Indian Non-Government Company
U24100PY1995PLC001171,SAGAR GLASS AND CHEMICALS (INDIA) LIMITED,STRIKE OFF,PUBC,CLSH,500000,0,12-11-95,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.63, 4TH CROSS,RAINBOW NAGAR, PONDICHERRY-605011. Pondicherry INDIA",Indian Non-Government Company
U67120PY1995PLC001172,PIONEER ASIA FINANCIAL SERVICES LIMITED,ACTIVE,PUBC,CLSH,100000000,532100,15-12-95,Pondicherry,RoC-Pondicherry,Finance,"26, CARPENTER STREET,NELLITHOPE, PONDICHERRY-5. PONDICHERRY-5. Pondicherry INDIA 605005",Indian Non-Government Company
U17111PY1995PTC001173,ABIRAMI TERRY TEX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,21-12-95,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"R. S. NO. 110/6, OPPOSIT TOSRI VARI PACKING SEDHURAPET, PONDICHERRY -605 111. PONDICHERRY -605 111. Pondicherry INDIA 605111",Indian Non-Government Company
U17111PY1995PTC001174,PREETHI COTTON MILLS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,21-12-95,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"23,J.N.STREET, PONDICHERRY. Pondicherry INDIA 605001",Indian Non-Government Company
U99999PY1995PTC001175,UNIVERSEL BIO-TECH FERTILIZERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,10000000,0,21-12-95,Pondicherry,RoC-Pondicherry,NA,"40-A VELLA STREET,PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U24119PY1999PLC001176,SQUARE D THAI PETRO CHEMICAL INDUSTRIES LIMITED,DORMANT,PUBC,CLSH,100000000,507000,03-03-99,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.190/191,SIVARANTHAGAMKIZHUR POST,NETTAPALIKAM, PONDICHERRY Pondicherry INDIA 605106",Indian Non-Government Company
U99999PY1996PTC001177,ADITI UDYOG PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,10000000,NA,01-01-96,Pondicherry,RoC-Pondicherry,NA,"ALL INDIA PRESS CAMPUS,KENNEDY NAGAR,PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U93000PY1996PLC001179,HINDUSTAN PRUDENTIAL FACTORS AND CREDITS LIMITED,STRIKE OFF,PUBC,CLSH,5000000,0,01-08-96,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO.37, VILLIYANUR ROAD,FIRST FLOOR, NATESA NAGAR, PONDICHERRY 5. Pondicherry INDIA",Indian Non-Government Company
U85100PY1996PLC001180,TREATWELL LABORATORIES (INDIA) LIMITED,STRIKE OFF,PUBC,CLSH,1000000,0,01-10-96,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","129, YANAM VENGATACHALAMPILLAI STREET, PONDICHERRY-1. Pondicherry INDIA",Indian Non-Government Company
U17114PY1996PTC001181,SRI SAIRAM SPINNERS PRIVATE LIMITED,DORMANT,PRIV,CLSH,10000000,100000,01-10-96,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"DOOR NO 1, ABIRAMI AMMAN WEST STREET T.R.PATTINAM KARAIKKAL Pondicherry INDIA 609606",Indian Non-Government Company
U70104PY1996PLC001182,TITAN HOUSING LIMITED,STRIKE OFF,PUBC,CLSH,10000000,0,01-12-96,Pondicherry,RoC-Pondicherry,Real Estate and Renting,"2,RAJARAJESWARINAGAR,I FLOOR,PONDICHERRY-11 Pondicherry INDIA",Indian Non-Government Company
U72200PY1996PTC001183,FUSION COMPUTERS (INDIA) PRIVATE LIMITED,DORMANT,PRIV,CLSH,500000,3000,01-12-96,Pondicherry,RoC-Pondicherry,Business Services,"28, 1ST FLOOR,CHETTY STREET, PONDICHERRY- Pondicherry INDIA",Indian Non-Government Company
U99999PY1996PTC001184,B AND B HERBS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,NA,01-12-96,Pondicherry,RoC-Pondicherry,NA,"NO.1, 1ST STREET,RAINBOW NAGAR, PONDICHERRY-605011. Pondicherry INDIA",Indian Non-Government Company
U74950PY1996PTC001185,PRIME PACKAGING (INDIA) PRIVATE LIMITED,DORMANT,PRIV,CLSH,2000000,125000,01-12-96,Pondicherry,RoC-Pondicherry,Business Services,"MANAPET ROAD,KANNIAKOIL,PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U30207PY1996PLC001186,PSL MANAGEMENT AND SOFTWARE TECHNOLOGY LIMITED,ACTIVE,PUBC,CLSH,4000000,3475500,18-01-96,Pondicherry,RoC-Pondicherry,NA,"DOMAINE PSLGUNDU SALAI,OULGARET, MOOLAKULAM PONDICHERRY - 605 010 Pondicherry INDIA 605010",Indian Non-Government Company
U99999PY1996PTC001187,LNG FINANCE AND INVESTMENT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,0,22-01-96,Pondicherry,RoC-Pondicherry,NA,"189, KALATHEESWARAN KOIL ST.,PONDICHERRY-605001. Pondicherry INDIA",Indian Non-Government Company
U36911PY1996PTC001188,SRI ISWARYA JEWELLERS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,7500000,5560000,24-01-96,Pondicherry,RoC-Pondicherry,Manufacturing (Others),"119, AMBALATHADAYARMADAM STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U27209PY1996PTC001189,R.C. WIRES PRIVATE LIMITED,DORMANT,PRIV,CLSH,3500000,2607000,25-01-96,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","16,PERUMALKOIL ST,THIRUBUVANAIPOST PONDICHERRY-605107 Pondicherry INDIA",Indian Non-Government Company
U24100PY1996PTC001190,CHEMIC PONDICHERRY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,20000,25-01-96,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","FF-23, MUNICIPAL COMPLEX,JAWAHARLAL NEHRU STREET, PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U99999PY1996PTC001191,THIVYAJOTHI PROGRESSIVE INVESTMENTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,300000,0,31-01-96,Pondicherry,RoC-Pondicherry,NA,"3,CHOKKA PADAYATCHI ST,MUDALIARPET PONDICHERRY-605004 Pondicherry INDIA",Indian Non-Government Company
U67190PY1996PLC001192,JAYBHARATHI BENEFIT FUND LIMITED,STRIKE OFF,PUBC,CLSH,500000,0,02-01-96,Pondicherry,RoC-Pondicherry,Finance,"136, VYSIAL STREET,PONDICHERRY-1. Pondicherry INDIA",Indian Non-Government Company
U99999PY1996PTC001193,RAVI KRISHNA HOTELS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,5000000,0,02-05-96,Pondicherry,RoC-Pondicherry,NA,"54,VELLALA ST,PONDICHERRY-605001 Pondicherry INDIA",Indian Non-Government Company
U74900PY1996PTC001194,RELYON MARKETING INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1200000,1150000,02-07-96,Pondicherry,RoC-Pondicherry,Business Services,"211, CHETTY STREET,PONDICHERRY-605001. Pondicherry INDIA",Indian Non-Government Company
U99999PY1996PTC001195,PADMA ENTERPRISES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,NA,02-09-96,Pondicherry,RoC-Pondicherry,NA,"22, VINAYAKAR KOIL STREET,KAMARAJ NAGAR, PONDICHERRY-605011. Pondicherry INDIA",Indian Non-Government Company
U29259PY1996PTC001196,SRI VASAVI PIGMENTS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,10000000,6350000,02-09-96,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),1-486A GOPAL NAGAR YANAM YANAM Pondicherry INDIA 533464,Indian Non-Government Company
U99999PY1996PTC001197,RANDOM FINANCE SERVICES INDIA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,0,14-02-96,Pondicherry,RoC-Pondicherry,NA,"30,WEST CROSS VIVEKANANDA-NAGAR,NELLITHOPE POST PONDICHERRY-605005 Pondicherry INDIA",Indian Non-Government Company
U25209PY1996PTC001198,PONDY TREADS ADHESIVES PRIVATE LIMITED,DORMANT,PRIV,CLSH,100000,3000,14-02-96,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.6, SECOND STREET,VEERAVANJI NAGAR, VILLIANUR, PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U51909PY1996PTC001199,LNG TRADE IMPORT AND EXPORT PRIVATE LIMITED,DORMANT,PRIV,CLSH,2500000,100000,15-02-96,Pondicherry,RoC-Pondicherry,Trading,"189,KALATHESWARANKOIL ST,PONDICHERRY-605001 PONDICHERRY-605001 Pondicherry INDIA 605001",Indian Non-Government Company
U93000PY1996PTC001200,INTER-RELIGIOUS GENEROUS MARKETING PONDICHERRY PVT LTD.,DORMANT,PRIV,CLSH,25000,25000,23-02-96,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO.30, III FLOOR,ST. ROZARY STREET, MUTHIALPET, PONDICHERRY-3. Pondicherry INDIA",Indian Non-Government Company
U13209PY1996PTC001201,SDI METALS PRIVATE LIMITED,DORMANT,PRIV,CLSH,2000000,1994000,03-01-96,Pondicherry,RoC-Pondicherry,Mining & Quarrying,"B-66, PIPDIC INDUSTRIAL ESTATESEDARAPET, PONDICHERRY - Pondicherry INDIA",Indian Non-Government Company
U24243PY1996PTC001202,CAVIN INDUSTRIES PRIVATE LIMITED,AMALGAMATED,PRIV,CLSH,140000000,129863200,03-04-96,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","R.S.NO.81/1,KORKADU VILLAGE,NETTAPAKKAM COMMUNE, PONDICHERRY - 605 110. 605110 Pondicherry INDIA 605110",Indian Non-Government Company
U24299PY1996PTC001203,NATHANZ CHEMICALS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,4000000,3880000,03-04-96,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",89 9-B KALITHEERTHALKUPPAM VILLAGE MADAGADIEPT PONDICHERRY -107 PONDICHERRY 605 107 Pondicherry INDIA 605107,Indian Non-Government Company
U99999PY1996PTC001205,SEALAND RUBBTER PRODUCTS KARAIKAL PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,2500000,0,03-05-96,Pondicherry,RoC-Pondicherry,NA,"37, KARAIKAL MAIN ROAD,MELAVANJORE, PONDICHERRY-611002. Pondicherry INDIA",Indian Non-Government Company
U25209PY1996PTC001206,PARSAN POLYMERS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,617650,03-06-96,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","7,VALLAR ROAD,VENKATANAGAR,PONDICHERRY-11 VENKATANAGAR,PONDICHERRY-11 Pondicherry INDIA 605011",Indian Non-Government Company
U99999PY1996PTC001207,INDRA OVERSEAS TRADE PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,300000,NA,03-07-96,Pondicherry,RoC-Pondicherry,NA,"20,NIDARAJAPIER STPONDICHERRY-605001 Pondicherry INDIA",Indian Non-Government Company
U70104PY1996PLC001208,DSQ HOME PRODUCTS LIMITED,STRIKE OFF,PUBC,CLSH,10000000,0,03-08-96,Pondicherry,RoC-Pondicherry,Real Estate and Renting,"8, VII CROSS STREET,ANNA NAGAR, PONDICHERRY-605005. Pondicherry INDIA",Indian Non-Government Company
